date,low_cpu,low_mem,low_num,low_ttl,mid_cpu,mid_mem,mid_num,mid_ttl,high_cpu,high_mem,high_num,high_ttl
2026-3-1 07:16:49,70286.0,6448.23,0.024,1.0,0.0,0.0,0.0,0.0,26546.0,5232.73,129.672,2.0
2026-3-1 07:31:49,35026.0,3204.86,2.739,3.0,0.0,0.0,0.0,0.0,45966.0,3532.39,28.178,1.0
2026-3-1 07:46:49,113.0,45.03,4.916,1.0,16620.0,1356.58,13.445,1.0,0.0,0.0,0.0,0.0
2026-3-1 08:01:49,21668.0,2951.8700000000003,7.732,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 08:16:49,16773.0,1953.13,4.5649999999999995,4.0,88426.0,5831.87,31.820999999999998,2.0,0.0,0.0,0.0,0.0
2026-3-1 08:31:49,9360.0,1460.79,9.683,2.0,36864.0,2814.89,11.475,1.0,0.0,0.0,0.0,0.0
2026-3-1 08:46:49,17124.0,1754.52,11.350000000000001,5.0,76313.0,8021.57,38.925,3.0,117.0,37.47,77.191,1.0
2026-3-1 09:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 09:16:49,0.0,0.0,0.0,0.0,29919.0,3795.0,18.558,1.0,0.0,0.0,0.0,0.0
2026-3-1 09:31:49,49922.0,4548.99,5.3420000000000005,6.0,256483.0,22093.7,114.48499999999999,9.0,0.0,0.0,0.0,0.0
2026-3-1 09:46:49,6660.0,638.77,5.26,2.0,12769.0,1283.73,10.721,1.0,0.0,0.0,0.0,0.0
2026-3-1 10:01:49,0.0,0.0,0.0,0.0,98134.0,11463.43,38.06,3.0,30387.0,5596.29,67.172,2.0
2026-3-1 10:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 10:31:49,92836.0,9461.140000000001,9.126999999999999,5.0,139693.0,11787.449999999999,46.538000000000004,4.0,0.0,0.0,0.0,0.0
2026-3-1 10:46:49,12101.0,939.44,1.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 11:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 11:16:49,391.0,41.53,8.857,1.0,47170.0,3452.43,14.636,1.0,0.0,0.0,0.0,0.0
2026-3-1 11:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 11:46:49,45824.0,4524.09,1.9340000000000002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 12:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 12:16:49,68634.0,2697.98,0.037,1.0,54575.0,4729.96,19.672,2.0,0.0,0.0,0.0,0.0
2026-3-1 12:31:49,8934.0,715.47,8.184000000000001,3.0,25661.0,3813.8,19.414,1.0,0.0,0.0,0.0,0.0
2026-3-1 12:46:49,0.0,0.0,0.0,0.0,55074.0,3630.8599999999997,36.285,2.0,0.0,0.0,0.0,0.0
2026-3-1 13:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 13:16:49,0.0,0.0,0.0,0.0,16502.0,1396.44,17.94,1.0,0.0,0.0,0.0,0.0
2026-3-1 13:31:49,13764.0,2496.3500000000004,8.716999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 13:46:49,149175.0,16696.62,7.768999999999999,11.0,107925.0,5645.86,43.539,3.0,18276.0,3369.25,52.786,1.0
2026-3-1 14:01:49,436985.0,51139.20000000001,47.111,31.0,436341.0,42593.17000000001,209.80000000000004,16.0,0.0,0.0,0.0,0.0
2026-3-1 14:16:49,9259.0,2111.09,6.845,3.0,18829.0,2850.81,9.562,1.0,0.0,0.0,0.0,0.0
2026-3-1 14:31:49,87455.0,5517.2,6.272,5.0,56503.0,3553.3,21.503,2.0,0.0,0.0,0.0,0.0
2026-3-1 14:46:49,0.0,0.0,0.0,0.0,16370.0,1586.41,9.509,1.0,0.0,0.0,0.0,0.0
2026-3-1 15:01:49,76809.0,6049.89,1.6969999999999998,2.0,179137.0,9813.58,54.745999999999995,4.0,0.0,0.0,0.0,0.0
2026-3-1 15:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 15:31:49,13332.0,1925.79,0.094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 15:46:49,16264.0,1746.11,2.17,2.0,40038.0,2250.49,17.822,1.0,0.0,0.0,0.0,0.0
2026-3-1 16:01:49,0.0,0.0,0.0,0.0,75902.0,9086.009999999998,43.12799999999999,3.0,0.0,0.0,0.0,0.0
2026-3-1 16:16:49,0.0,0.0,0.0,0.0,22435.0,2644.85,15.269,1.0,45445.0,3604.53,56.162,1.0
2026-3-1 16:31:49,0.0,0.0,0.0,0.0,87171.0,5437.97,20.789,2.0,115.0,96.1,54.939,1.0
2026-3-1 16:46:49,62525.0,6879.44,10.314,7.0,48183.0,8536.91,33.94,3.0,0.0,0.0,0.0,0.0
2026-3-1 17:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 17:16:49,65729.0,9459.01,5.813000000000001,7.0,142930.0,10374.15,47.578,4.0,43473.0,5194.15,11.608,1.0
2026-3-1 17:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 17:46:49,40926.0,3986.86,2.002,3.0,28649.0,2783.5,18.461,1.0,0.0,0.0,0.0,0.0
2026-3-1 18:01:49,694.0,188.36,1.899,1.0,46878.0,2372.64,18.146,2.0,0.0,0.0,0.0,0.0
2026-3-1 18:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 18:31:49,568.0,140.86,2.859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 18:46:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 19:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 19:16:49,94189.0,7232.08,4.03,5.0,63863.0,2801.79,30.325,2.0,0.0,0.0,0.0,0.0
2026-3-1 19:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 19:46:49,191.0,24.18,3.823,1.0,19822.0,1970.24,15.742,1.0,0.0,0.0,0.0,0.0
2026-3-1 20:01:49,24321.0,2620.73,5.6450000000000005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 20:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 20:31:49,86531.0,5275.27,2.345,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 20:46:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 21:01:49,8178.0,625.8000000000001,5.677,2.0,65638.0,4563.05,30.501,2.0,0.0,0.0,0.0,0.0
2026-3-1 21:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 21:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 21:46:49,68656.0,8407.54,8.83,4.0,17531.0,1442.96,14.77,1.0,0.0,0.0,0.0,0.0
2026-3-1 22:01:49,550510.0,55782.189999999995,32.96299999999999,46.0,506529.0,32465.58,195.00299999999996,16.0,43052.0,3531.18,216.078,3.0
2026-3-1 22:16:49,31939.0,7915.610000000001,2.5479999999999996,4.0,0.0,0.0,0.0,0.0,119.0,44.74,62.659,1.0
2026-3-1 22:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 22:46:49,2389.0,250.02,0.091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 23:01:49,91707.0,4613.41,2.5940000000000003,4.0,23320.0,1889.16,14.696,1.0,0.0,0.0,0.0,0.0
2026-3-1 23:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-1 23:31:49,14017.0,788.24,0.591,1.0,48553.0,2322.61,13.706,1.0,0.0,0.0,0.0,0.0
2026-3-1 23:46:49,34567.0,3846.6000000000004,1.2890000000000001,2.0,62754.0,7286.64,43.459,3.0,52769.0,4615.23,51.238,1.0
2026-3-2 00:01:49,696.0,77.65,1.422,1.0,32768.0,3040.53,15.686,1.0,0.0,0.0,0.0,0.0
2026-3-2 00:16:49,160951.0,8330.47,1.367,5.0,24102.0,1617.96,6.226,1.0,0.0,0.0,0.0,0.0
2026-3-2 00:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 00:46:49,28665.0,5920.22,0.015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 01:01:49,11546.0,2189.07,12.364,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 01:16:49,7013.0,489.79,0.339,1.0,0.0,0.0,0.0,0.0,393.0,21.61,77.336,1.0
2026-3-2 01:31:49,33077.0,4950.6,0.446,2.0,12948.0,1516.19,9.429,1.0,0.0,0.0,0.0,0.0
2026-3-2 01:46:49,8070.0,779.45,1.005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 02:01:49,17367.0,1138.29,0.881,1.0,12545.0,1874.58,19.012,1.0,0.0,0.0,0.0,0.0
2026-3-2 02:16:49,0.0,0.0,0.0,0.0,36431.0,3596.78,9.963,1.0,0.0,0.0,0.0,0.0
2026-3-2 02:31:49,8977.0,1426.7,8.113,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 02:46:49,0.0,0.0,0.0,0.0,19163.0,3009.8,8.403,1.0,0.0,0.0,0.0,0.0
2026-3-2 03:01:49,673.0,112.94,11.522,2.0,0.0,0.0,0.0,0.0,35839.0,5699.2,36.286,1.0
2026-3-2 03:16:49,45207.0,3663.87,0.7230000000000001,4.0,48738.0,4863.34,20.565,2.0,414.0,82.98,45.508,1.0
2026-3-2 03:31:49,36324.0,5364.04,2.66,5.0,29340.0,6437.48,23.221999999999998,2.0,22788.0,4441.25,50.32,1.0
2026-3-2 03:46:49,28396.0,3866.67,1.145,3.0,0.0,0.0,0.0,0.0,19289.0,5883.38,40.321,1.0
2026-3-2 04:01:49,8517.0,863.31,0.9690000000000001,2.0,20839.0,2193.22,17.877,1.0,312.0,93.36,65.495,1.0
